X,Y,OBJECTID,COUNTY,DATE_STAMP,DESCRIPTION_BSL,DIRECTION_OP,DIST,DLAT_GIS,DLONG_GIS,MB_DIR,MUNICIPALITY,PLACE_NO,STOP_NUM,STOP_TYPE,STREET_DIR,ALL_LINES
609959.570937827,738236.242911153,1,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT FRANKLIN AVE,Ou,0,40.85936,-74.07403,,HASBROUCK HEIGHTS,,12286,NS,N,76
610900.379423663,739572.207758904,2,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT MADISON AVE,Ou,0,40.863,-74.07058,,HASBROUCK HEIGHTS,,12287,NS,N,76
611874.40076958,740921.783799902,3,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT WILLIAMS AVE,Ou,0,40.86671,-74.06706,,HASBROUCK HEIGHTS,HASBHGTS,12288,NS,N,76
612695.922748581,742142.784310654,4,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT PASADENA TER,Ou,0,40.87002,-74.06402,,HASBROUCK HEIGHTS,,12289,NS,N,76
612635.132515829,742158.497533821,5,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT PASADENA TER,In,0,40.87005,-74.06421,,HASBROUCK HEIGHTS,,12290,FS,S,"161, 76"
611918.541757412,741081.209990241,6,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT WILLIAMS AVE,In,0,40.86709,-74.0668,,HASBROUCK HEIGHTS,HASBHGTS,12291,NS,S,"161, 76"
610890.90372083,739662.105873071,7,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT WILLIAMS AVE,In,0,40.86319,-74.07051,,HASBROUCK HEIGHTS,,12292,NS,S,76
609972.590596829,738356.597657323,8,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT FRANKLIN AVE,In,0,40.85964,-74.07389,,HASBROUCK HEIGHTS,,12293,NS,S,76
609219.388363078,737126.593227573,9,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT HENRY ST,In,0,40.85629,-74.07666,,HASBROUCK HEIGHTS,,12294,NS,S,76
608653.317644827,735180.110571988,10,Bergen,2024/09/15 00:00:00+00,TERRACE AVE AT LINCOLN AVE,In,0,40.85094,-74.07871,,HASBROUCK HEIGHTS,,12295,NS,S,76
610613.630653329,741938.606569402,11,Bergen,2024/09/14 00:00:00+00,WILLIAMS AVE AT BOULEVARD,In,0,40.86952,-74.07151,,HASBROUCK HEIGHTS,WILLBOUL,12296,FS,E,"161, 709"
611814.605613578,741010.307572991,12,Bergen,2024/09/14 00:00:00+00,WILLIAMS AVE AT TERRACE AVE,In,0,40.86695,-74.06719,,HASBROUCK HEIGHTS,,12297,NS,E,161
612429.820918579,740537.511602573,13,Bergen,2024/09/14 00:00:00+00,WILLIAMS AVE at RT-17,In,0,40.86561,-74.06501,,HASBROUCK HEIGHTS,,12298,NS,E,161
611643.280824997,741224.529913574,14,Bergen,2024/09/14 00:00:00+00,WILLIAMS AVE AT BURTON AVE,Ou,0,40.86748,-74.06787,,HASBROUCK HEIGHTS,,12300,NS,W,161
610662.21749841,741976.581887156,15,Bergen,2024/09/15 00:00:00+00,WILLIAMS AVE AT BOULEVARD,In,0,40.86958,-74.07138,,HASBROUCK HEIGHTS,WILLBOUL,12301,FS,W,"161, 709"
609769.229783081,740510.852863237,16,Bergen,2024/09/15 00:00:00+00,BOULEVARD AT MADISON AVE,Ou,0,40.86558,-74.07463,,HASBROUCK HEIGHTS,,12307,NS,S,"163, 164, 780"
609538.43595333,740121.853641242,17,Bergen,2024/09/15 00:00:00+00,BOULEVARD AT CENTRAL AVE,In,0,40.86452,-74.07548,,HASBROUCK HEIGHTS,,12308,NS,N,"163, 164, 780"
634415.898993578,773104.129540071,18,Bergen,2024/09/14 00:00:00+00,MASSACHUSETTS AVE AT WASHINGTON AVE,In,0,40.95463,-73.98482,,HAWORTH,CHESBEND,12312,FS,W,"167, 177, 186"
634696.608077828,774312.084473237,19,Bergen,2024/09/14 00:00:00+00,SCHRAALENBURGH RD AT HARDENBURG AVE,Ou,0,40.95799,-73.98382,,HAWORTH,,12313,NS,N,"167, 177"
634735.139168747,775172.205784492,20,Bergen,2024/09/14 00:00:00+00,SCHRAALENBURGH RD AT MADISON AVE,Ou,0,40.96035,-73.98366,,HAWORTH,,12314,NS,N,"167, 177"
634849.499504328,777001.165709242,21,Bergen,2024/09/14 00:00:00+00,SCHRAALENBURGH RD AT PROSPECT AVE,Ou,0,40.96537,-73.98323,,HAWORTH,,12315,NS,N,"167, 177"
634788.192868412,776981.784514405,22,Bergen,2024/09/14 00:00:00+00,SCHRAALENBURGH RD AT PROSPECT AVE,In,0,40.96531,-73.9833,,HAWORTH,,12316,FS,S,"167, 177"
634667.818437245,775008.937410235,23,Bergen,2024/09/14 00:00:00+00,SCHRAALENBURGH RD AT HAWORTH AVE,In,0,40.9599,-73.98383,,HAWORTH,,12317,FS,S,"167, 177"
634633.537993997,774251.296865158,24,Bergen,2024/09/14 00:00:00+00,SCHRAALENBURGH RD AT HARDENBURG AVE,In,0,40.95782,-73.98395,,HAWORTH,,12318,FS,S,"167, 177"
632601.33372508,737045.49496457,25,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT SYLVAN AVE,Ou,0,40.85576,-73.99221,,LEONIA,,12381,NS,N,"166, 751"
632945.255937494,737676.016997486,26,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT PARK AVE,Ou,0,40.85749,-73.99097,,LEONIA,,12382,NS,N,"166, 751"
633240.880018163,738213.750502072,27,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT WESTVIEW AVE,Ou,0,40.85897,-73.98991,,LEONIA,,12383,NS,N,"166, 751"
633531.066117577,738760.946586154,28,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT CRESCENT AVE,Ou,0,40.86046,-73.98883,,LEONIA,BRD&CRSC,12384,NS,N,"166, 751"
633831.935594577,739309.624294572,29,Bergen,2024/09/14 00:00:00+00,BROAD AVE AT FORT LEE RD,Ou,0,40.86197,-73.98775,,LEONIA,BRD&FLEE,12385,FS,N,166
606285.601907831,744292.255405404,30,Bergen,2024/09/14 00:00:00+00,MEMORIAL DR AT WASHINGTON ST,In,0,40.87602,-74.08719,,LODI,,12478,NS,N,"161, 709"
634467.487473078,740506.108778238,31,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT HILLSIDE AVE,In,0,40.86523,-73.9854,,LEONIA,,12386,NS,N,"166, 756"
634851.798056163,741225.052878402,32,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT CHRISTIE HEIGHTS ST,In,0,40.8672,-73.984,,LEONIA,,12387,NS,N,"166, 756"
635186.448633578,741843.732743405,33,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT VREELAND AVE,In,0,40.86889,-73.98277,,LEONIA,,12388,FS,N,"166, 756"
635445.223050412,742331.764247656,34,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT OVERLOOK AVE,In,0,40.87022,-73.98181,,LEONIA,,12389,FS,N,"166, 756"
604839.405653246,742934.352281325,35,Bergen,2024/09/15 00:00:00+00,PASSAIC AVE AT HOME PL,In,0,40.87226,-74.09238,,LODI,,12481,FS,S,709
605943.886055827,747383.256441236,36,Bergen,2024/09/14 00:00:00+00,US-46 AT WESTMINSTER PL,In,0,40.88451,-74.08832,,LODI,RT46WEST,12483,FS,E,"151, 161"
631057.977887914,758430.175620325,37,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT SYLVAN AVE,Ou,0,40.91446,-73.99734,,BERGENFIELD,,11036,NS,N,"167, 177, 186, 753, 772"
416706.650357828,225085.873216569,38,Atlantic,2024/09/15 00:00:00+00,US-40 150'E OF HOOVER DR,In,150,39.45104,-74.76711,E,HAMILTON TWP,,10568,MB,W,553
635692.598539911,742791.617986739,39,Bergen,2024/09/15 00:00:00+00,BROAD AVE AT RT. 95 EXIT RAMP,In,0,40.87148,-73.98091,,LEONIA,,12390,NS,N,"166, 756"
610151.771340828,744513.673925824,40,Bergen,2024/09/14 00:00:00+00,US-46 at CHRISTOPHER ST,In,0,40.8766,-74.07313,,LODI,,12486,NS,E,"151, 161"
631119.206768081,759003.804722406,41,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT ENGLEWOOD AVE,Ou,0,40.91603,-73.99711,,BERGENFIELD,,11037,NS,N,"167, 177, 186, 753, 772"
415341.05269533,225791.081451818,42,Atlantic,2024/09/15 00:00:00+00,US-40 AT PINELAND GARDENS,In,0,39.453,-74.77193,,HAMILTON TWP,,10569,FS,W,553
619453.952211495,740969.886065908,43,Bergen,2024/09/14 00:00:00+00,HUDSON ST AT VREELAND AVE,In,0,40.86671,-74.03957,,HACKENSACK,,12146,NS,S,165
610699.239405997,744093.713151574,44,Bergen,2024/09/14 00:00:00+00,US-46 at SAVOIE ST,In,0,40.87544,-74.07116,,LODI,,12487,NS,E,"151, 161"
631168.994398162,759929.633251324,45,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT MAGNOLIA ST,Ou,0,40.91857,-73.99691,,BERGENFIELD,,11038,NS,N,"167, 177, 186, 753, 772"
406158.435889997,230475.175758153,46,Atlantic,2024/09/15 00:00:00+00,US-40 AT HARLEY AVE,In,0,39.46576,-74.80452,,HAMILTON TWP,,10570,NS,W,553
619707.821126331,740147.290926322,47,Bergen,2024/09/14 00:00:00+00,HUDSON ST AT SHAFER PL,In,0,40.86445,-74.03866,,HACKENSACK,,12147,FS,S,165
610653.550192911,744256.784675822,48,Bergen,2024/09/14 00:00:00+00,US-46 at NORTH SAVOIE ST,Ou,0,40.87582,-74.07139,,LODI,,12488,FS,W,"151, 161"
631209.372270163,760585.710351236,49,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT EAST BROAD ST,Ou,0,40.92037,-73.99675,,BERGENFIELD,,11039,NS,N,"167, 177, 186, 753, 772"
402575.439775161,232304.377152242,50,Atlantic,2024/09/15 00:00:00+00,US-40 AT BEACON AVE,In,0,39.47074,-74.81724,,HAMILTON TWP,,10571,NS,W,553
619949.465328079,739348.978218488,51,Bergen,2024/09/14 00:00:00+00,HUDSON ST AT MOONACHIE RD,In,0,40.86226,-74.03778,,HACKENSACK,,12148,FS,S,165
609841.373011496,744870.090207741,52,Bergen,2024/09/14 00:00:00+00,US-46 500' W of CHRISTOPHER ST,Ou,500,40.87753,-74.0743,W,LODI,,12489,MB,W,"151, 161"
631185.210244995,761264.075136237,53,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT CLINTON AVE,Ou,0,40.92223,-73.99682,,BERGENFIELD,,11040,NS,N,"167, 177, 186, 753, 772"
399440.697685078,233943.946051575,54,Atlantic,2024/09/15 00:00:00+00,US-40 AT STRAND AVE,In,0,39.47519,-74.82838,,HAMILTON TWP,,10572,NS,W,553
619484.132269245,750400.295354657,55,Bergen,2024/09/15 00:00:00+00,MAIN ST AT ANDERSON ST,Ou,0,40.89259,-74.03935,,HACKENSACK,HACKSEAR,12155,FS,N,"165, 751, 753, 755, 772"
607993.409515828,746167.127639905,56,Bergen,2024/09/14 00:00:00+00,US-46 at MONEY ST,Ou,0,40.8811,-74.08097,,LODI,,12490,NS,W,"151, 161"
631189.073754329,762274.10559649,57,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT BERGEN AVE,Ou,0,40.92501,-73.99678,,BERGENFIELD,,11041,NS,N,"167, 177, 186, 753, 772"
396369.472856414,235563.293534659,58,Atlantic,2024/09/15 00:00:00+00,US-40 AT DEHIRSCH AVE,In,0,39.47961,-74.83928,,HAMILTON TWP,,10573,FS,W,553
619349.96259008,751746.220812403,59,Bergen,2024/09/15 00:00:00+00,MAIN ST AT UNIVERSITY PLAZA DR,Ou,0,40.89628,-74.0398,,HACKENSACK,,12157,FS,N,"165, 168, 751, 755"
605960.38208583,747493.434370488,60,Bergen,2024/09/14 00:00:00+00,US-46 AT WESTMINSTER PL,Ou,0,40.88481,-74.08826,,LODI,RT46WEST,12492,NS,W,"151, 161"
631432.70810958,763440.174458571,61,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT MAIN ST,Ou,0,40.92821,-73.99588,,BERGENFIELD,WASHMAIN,11042,FS,N,"167, 177, 186, 753, 772"
445059.829543747,225987.454418652,62,Atlantic,2024/09/15 00:00:00+00,COLOGNE AVE AT DENMEAD DR,Ou,0,39.45374,-74.66671,,HAMILTON TWP,,10574,FS,N,553
619186.704714496,752696.74614232,63,Bergen,2024/09/15 00:00:00+00,MAIN ST AT LINDEN ST,Ou,0,40.89889,-74.04037,,HACKENSACK,,12158,FS,N,"165, 168, 751, 755"
604966.836828828,739946.555435404,64,Bergen,2024/09/15 00:00:00+00,PASSAIC (TERHUNE) AVE AT ROOSEVELT AVE,Ou,0,40.86408,-74.09201,,LODI,PASSSOMA,12493,FS,W,780
631518.475326497,764075.66432932,65,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT EAST CHURCH ST,Ou,0,40.92994,-73.99555,,BERGENFIELD,,11043,FS,N,"166, 167, 177, 186, 753, 772"
445998.431341078,227038.196083575,66,Atlantic,2024/09/15 00:00:00+00,COLOGNE AVE 175' S of ROUTE 322,Ou,175,39.4566,-74.66335,S,HAMILTON TWP,,10575,MB,N,553
619013.889771413,753211.491503902,67,Bergen,2024/09/15 00:00:00+00,MAIN ST AT FAIRMOUNT AVE,Ou,0,40.9003,-74.041,,HACKENSACK,,12159,FS,N,"165, 168, 751, 755"
606989.698596746,744740.785348237,68,Bergen,2024/09/14 00:00:00+00,UNION ST AT MAIN ST (LIBERTY ST),In,0,40.87724,-74.08459,,LODI,MAINUNON,12494,NS,E,"161, 709"
631502.921223745,764413.947773486,69,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT EAST JOHNSON AVE,Ou,0,40.93087,-73.99558,,BERGENFIELD,,11044,NS,N,"166, 167, 177, 186, 753, 772"
445341.860147662,226382.427053906,70,Atlantic,2024/09/15 00:00:00+00,COLOGNE AVE AT OAK CREST DR,In,0,39.45479,-74.66566,,HAMILTON TWP,,10576,FS,S,553
607745.811257746,744157.900031075,71,Bergen,2024/09/14 00:00:00+00,UNION ST AT PROSPECT ST,In,0,40.87566,-74.08183,,LODI,,12495,NS,E,"161, 709"
618618.839708496,754321.580162987,72,Bergen,2024/09/14 00:00:00+00,MAIN ST AT VOORHIS PL,Ou,0,40.90336,-74.04238,,HACKENSACK,,12160,NS,N,165
631515.618704911,764987.70581232,73,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT HICKORY AVE,Ou,0,40.93245,-73.99553,,BERGENFIELD,,11045,FS,N,"166, 167, 177, 186, 753, 772"
444717.297420412,225700.078024909,74,Atlantic,2024/09/15 00:00:00+00,COLOGNE AVE AT DENMEAD DR. @ OAKCREST SCHOOL,In,0,39.4529,-74.66785,,HAMILTON TWP,,10577,FS,S,553
631632.932446662,765837.278260157,75,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT MERRITT AVE,Ou,0,40.93478,-73.9951,,BERGENFIELD,,11046,FS,N,"166, 167, 177, 186, 753, 772"
608758.342041079,743373.908160739,76,Bergen,2024/09/14 00:00:00+00,UNION ST AT BROOKSIDE AVE,In,0,40.87349,-74.07819,,LODI,,12496,NS,E,"161, 709"
618725.857867163,755334.27236332,77,Bergen,2024/09/14 00:00:00+00,MAIN ST AT ORCHARD ST,Ou,0,40.90615,-74.04206,,HACKENSACK,,12161,FS,N,165
434919.952513829,222924.906409904,78,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT CANTILLON BLVD,Ou,0,39.44532,-74.70255,,HAMILTON TWP,,10578,FS,E,553
631562.192430664,765765.300057657,79,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT LT. DE CHAMBERLAIN,In,0,40.93457,-73.99524,,BERGENFIELD,,11047,NS,S,"166, 167, 177, 186, 753, 772"
610004.996699996,742422.068528987,80,Bergen,2024/09/14 00:00:00+00,UNION ST AT OAK GROVE AVE,In,0,40.87084,-74.07372,,LODI,,12497,NS,E,"161, 709"
618921.720008247,756182.698159903,81,Bergen,2024/09/14 00:00:00+00,MAIN ST 122' S OF JEFFERSON ST.,Ou,122,40.90851,-74.04131,S,HACKENSACK,,12162,MB,N,165
436400.34062916,222383.900274076,82,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT 19TH AVE,Ou,0,39.44382,-74.69731,,HAMILTON TWP,19TH&ATL,10579,FS,E,553
631437.124767412,764679.22677049,83,Bergen,2024/09/14 00:00:00+00,WASHINGTON AVE AT WEST JOHNSON AVE,In,0,40.9316,-73.99575,,BERGENFIELD,,11048,NS,S,"166, 167, 177, 186"
609691.828034997,742727.984583825,84,Bergen,2024/09/15 00:00:00+00,UNION ST AT PINE ST,In,0,40.87163,-74.0749,,LODI,,12498,NS,W,"161, 709"
618831.516448494,756156.086992659,85,Bergen,2024/09/14 00:00:00+00,MAIN ST AT DAVIS AVE,In,0,40.90834,-74.04145,,HACKENSACK,,12163,NS,S,165
437605.108888913,221907.710937738,86,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT COUNTY JAIL ENTRANCE,Ou,0,39.44254,-74.69303,,HAMILTON TWP,,10580,NS,E,553
631463.367825162,763961.66258882,87,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT WEST CHURCH ST,In,0,40.92963,-73.99564,,BERGENFIELD,,11049,NS,S,"166, 167, 177, 186, 753, 772"
608972.933803495,743281.703620739,88,Bergen,2024/09/15 00:00:00+00,UNION ST AT JAMES PL,In,0,40.87317,-74.07748,,LODI,,12499,NS,W,"161, 709"
618714.665960412,755746.087156489,89,Bergen,2024/09/14 00:00:00+00,MAIN ST AT WILLOW AVE,In,0,40.90726,-74.04187,,HACKENSACK,,12164,NS,S,165
438814.010998663,221431.147586405,90,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT LIGHTHOUSE REHAB CENTER,Ou,0,39.44123,-74.68875,,HAMILTON TWP,,10581,NS,E,553
631353.127560079,763363.896723986,91,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT MAIN ST,In,0,40.92798,-73.99605,,BERGENFIELD,WASHMAIN,11050,NS,S,"167, 177, 186, 753, 772"
607587.673122577,744363.039712653,92,Bergen,2024/09/15 00:00:00+00,UNION ST AT MASSEY ST,In,0,40.87614,-74.08249,,LODI,,12500,NS,W,"161, 709"
618660.350124162,755286.051659241,93,Bergen,2024/09/14 00:00:00+00,MAIN ST AT CATALPA AVE,In,0,40.906,-74.04208,,HACKENSACK,,12165,NS,S,165
438909.428458747,221458.026469655,94,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT LIGHTHOUSE REHAB CENTER,In,0,39.44121,-74.68846,,HAMILTON TWP,,10582,NS,W,553
631175.168598413,762525.321957573,95,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT BEDFORD AVE,In,0,40.92568,-73.99669,,BERGENFIELD,,11051,NS,S,"167, 177, 186, 753, 772"
607098.532696661,744739.449064821,96,Bergen,2024/09/15 00:00:00+00,UNION ST AT MAIN ST (RENNIE PL),In,0,40.87717,-74.08426,,LODI,UNONRENN,12501,NS,W,"161, 709"
618649.46202258,754060.577404156,97,Bergen,2024/09/15 00:00:00+00,MAIN ST 120'S OF GRAND/ELM AVES,In,120,40.90266,-74.04221,S,HACKENSACK,,12166,MB,S,"165, 168, 751, 755"
437753.18405208,221913.831660405,98,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT COUNTY JAIL ENTRANCE,In,0,39.44247,-74.69255,,HAMILTON TWP,,10583,NS,W,553
631101.911855161,761667.391258739,99,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT CLINTON AVE,In,0,40.92334,-73.99702,,BERGENFIELD,,11052,FS,S,"167, 177, 186, 753, 772"
602902.68938233,715936.644793905,100,Bergen,2024/09/15 00:00:00+00,CHUBB AVE AT VALLEY BROOK AVE,Ou,0,40.79824,-74.09988,,LYNDHURST TWP,,12514,FS,N,"192, 199, 76"
618957.111997828,753192.087343238,101,Bergen,2024/09/15 00:00:00+00,MAIN ST AT FAIRMOUNT AVE,In,0,40.90027,-74.04112,,HACKENSACK,,12167,NS,S,"165, 168, 751, 755"
514028.089572828,194085.49984999,102,Atlantic,2024/09/15 00:00:00+00,ARCTIC AVE AT MARYLAND AVE,Ou,0,39.36627,-74.42255,,ATLANTIC CITY,,10057,FS,E,504
436419.843870997,222440.710527904,103,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT 19TH AVE,In,0,39.4439,-74.69728,,HAMILTON TWP,19TH&ATL,10584,NS,W,553
619191.73948133,752342.835104741,104,Bergen,2024/09/15 00:00:00+00,MAIN ST 75' S OF LINDEN/ROSS STS,In,75,40.89793,-74.04028,S,HACKENSACK,,12169,MB,S,"165, 168, 751, 755"
631135.271696579,760350.351898074,105,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE BTW W BROAD & ELM STS,In,0,40.91972,-73.9969,,BERGENFIELD,,11053,FS,S,"167, 177, 186, 753, 772"
619331.482640162,751501.92536924,106,Bergen,2024/09/15 00:00:00+00,MAIN ST AT EUCLID AVE,In,0,40.89562,-74.03979,,HACKENSACK,,12170,NS,S,"165, 751, 753, 755, 772"
603737.110613745,717036.262017235,107,Bergen,2024/09/15 00:00:00+00,CHUBB AVE 1584' N OF VALLEY BROOK AVE,Ou,1584,40.80122,-74.09684,N,LYNDHURST TWP,,12515,MB,N,"192, 199, 76"
514409.557969995,194284.327208236,108,Atlantic,2024/09/15 00:00:00+00,ARCTIC AVE AT DELAWARE AVE,Ou,0,39.36678,-74.42118,,ATLANTIC CITY,,10058,FS,E,504
434899.169746995,222994.816375069,109,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT CANTILLON BLVD,In,0,39.44545,-74.70265,,HAMILTON TWP,,10585,NS,W,553
505981.180141747,189178.997523904,110,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT BOSTON AVE,Ou,0,39.35276,-74.45099,,ATLANTIC CITY,ATL BOST,10059,FS,E,"505, 507, 508, 509"
603615.283429578,717827.321130656,111,Bergen,2024/09/15 00:00:00+00,CHUBB AVE 2376' N OF VALLEY BROOK AVE,Ou,2376,40.80339,-74.09727,N,LYNDHURST TWP,,12516,MB,N,"192, 199, 76"
631093.709443744,759646.998645991,112,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT MILLER ST,In,0,40.91779,-73.99707,,BERGENFIELD,,11054,NS,S,"167, 177, 186, 753, 772"
619427.728838746,750449.032461904,113,Bergen,2024/09/15 00:00:00+00,MAIN ST AT MAPLE AVE,In,0,40.89272,-74.03948,,HACKENSACK,,12171,FS,S,"165, 751, 753, 755, 772"
454068.200306494,225266.904350571,114,Atlantic,2024/09/15 00:00:00+00,CONSUMER SQUARE,In,0,39.45186,-74.63478,,HAMILTON TWP,CSMRSQAR,10586,TM,N,502
506383.909651246,189386.214957237,115,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT MONTPELIER AVE,Ou,0,39.35335,-74.44958,,ATLANTIC CITY,,10060,FS,E,"505, 507, 508, 509"
602439.421279997,717726.349219739,116,Bergen,2024/09/15 00:00:00+00,CLAY AVE 778'S OF WALL ST WEST ,Ou,778,40.80313,-74.10147,S,LYNDHURST TWP,,12517,MB,S,"192, 199, 76"
631067.478196997,759144.125635989,117,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT WEST ENGLEWOOD AVE,In,0,40.91641,-73.99718,,BERGENFIELD,,11055,NS,S,"167, 177, 186, 753, 772"
619400.558617495,750148.806356318,118,Bergen,2024/09/15 00:00:00+00,MAIN ST AT ANDERSON ST,In,105,40.89189,-74.03954,S,HACKENSACK,HACKSEAR,12172,MB,S,"165, 751, 753, 755, 772"
441202.702087414,228459.749670908,119,Atlantic,2024/09/15 00:00:00+00,ATLANTIC/CAPE COMMUNITY COLLEGE,In,0,39.4605,-74.68047,,HAMILTON TWP,ATLCCOMC,10589,FS,W,502
506662.374645494,189532.823259823,120,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT CHELSEA AVE,Ou,0,39.35373,-74.44858,,ATLANTIC CITY,,10061,FS,E,"505, 507, 508, 509"
602176.337816663,716925.541766241,121,Bergen,2024/09/15 00:00:00+00,CLAY AVE 248'N OF VALLEY BROOK AVE,Ou,248,40.80093,-74.10245,N,LYNDHURST TWP,,12518,MB,S,"192, 199, 76"
630975.459352162,758240.046079323,122,Bergen,2024/09/15 00:00:00+00,WASHINGTON AVE AT NEW BRIDGE ROAD,In,0,40.91393,-73.99755,,BERGENFIELD,,11056,NS,S,"167, 177, 186, 753, 772"
618641.848520745,747173.031796075,123,Bergen,2024/09/15 00:00:00+00,HACKENSACK BUS TERMINAL - ON MOORE ST,Ou,0,40.88372,-74.04243,,HACKENSACK,,12173,FS,W,"712, 76, 772, 780"
454206.824701164,225741.80464749,124,Atlantic,2024/09/15 00:00:00+00,"WRANGLEBORO RD AT TIMBER GLEN DR, CONSUMER SQUARE",Ou,0,39.45309,-74.63429,,HAMILTON TWP,,10590,FS,N,508
507088.003387414,189760.886123903,125,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT BRIGHTON AVE,Ou,0,39.35435,-74.44707,,ATLANTIC CITY,,10062,NS,E,"505, 507, 508, 509"
601767.391456079,720022.865295991,126,Bergen,2024/09/15 00:00:00+00,POLITO AVE AT RUTHERFORD AVE,Ou,0,40.80949,-74.10397,,LYNDHURST TWP,,12522,NS,N,"192, 199, 76"
630903.534627244,763342.195651904,127,Bergen,2024/09/14 00:00:00+00,WEST MAIN ST AT VETERANS PLAZA,Ou,0,40.92785,-73.99774,,BERGENFIELD,BERGSTAT,11057,NS,W,166
614609.696151994,752949.776148073,128,Bergen,2024/09/15 00:00:00+00,PASSAIC ST AT ESPLANADE,In,0,40.89969,-74.05686,,HACKENSACK,,12174,FS,E,"162, 175, 770"
453854.78373858,225609.38660524,129,Atlantic,2024/09/15 00:00:00+00,WRANGLEBORO RD AT TIMBER GLEN DR,In,0,39.45273,-74.63554,,HAMILTON TWP,,10591,FS,S,"502, 508"
507919.571606163,190188.604756653,130,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT CALIFORNIA AVE,Ou,0,39.35551,-74.44412,,ATLANTIC CITY,,10063,FS,E,"505, 507, 508, 509"
596134.895175163,716798.868791237,131,Bergen,2024/09/15 00:00:00+00,RIDGE RD AT TENEYCK AVE,Ou,0,40.80067,-74.12431,,LYNDHURST TWP,,12523,NS,N,"109, 76"
633111.184739497,724645.385250404,132,Bergen,2024/09/15 00:00:00+00,ANDERSON AVE AT EDGEWATER RD,Ou,0,40.82169,-73.99057,,CLIFFSIDE PARK,,11126,FS,N,"153, 159, 751"
615764.892332412,752056.513498902,133,Bergen,2024/09/15 00:00:00+00,PASSAIC ST AT SUMMIT AVE,In,0,40.89721,-74.05271,,HACKENSACK,,12175,FS,E,"162, 175, 770"
439254.926127329,221257.328052156,134,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT UNAMI BLVD,Ou,0,39.44077,-74.68718,,HAMILTON TWP,,10592,FS,E,553
439224.197186161,221333.939119406,135,Atlantic,2024/09/15 00:00:00+00,ATLANTIC AVE AT UNAMI BLVD,In,0,39.44088,-74.68734,,HAMILTON TWP,,10593,NS,W,553
445650.107562661,227813.386134237,136,Atlantic,2024/09/15 00:00:00+00,US-322 at VIENNA AVE #,Ou,0,39.45874,-74.66461,,HAMILTON TWP,,10594,NS,E,502
456962.866761245,227247.590677902,137,Atlantic,2024/09/15 00:00:00+00,WRANGLEBORO RD AT PEARCE RD#,Ou,0,39.45724,-74.62454,,HAMILTON TWP,,10596,FS,N,508
